time,y,x,noise
2025-01-05 13:11:12+00:00,30.52748833,114.3550545,60
2025-01-05 13:11:17+00:00,30.5274855,114.3550622,60
2025-01-05 13:11:22+00:00,30.52748083,114.3550645,61
2025-01-05 13:11:27+00:00,30.52747567,114.3550715,60
2025-01-05 13:11:32+00:00,30.52746867,114.3550665,60
2025-01-05 13:11:37+00:00,30.52746067,114.3550547,59
2025-01-05 13:11:42+00:00,30.5274545,114.3550512,60
2025-01-05 13:11:47+00:00,30.52745083,114.3550497,62
2025-01-05 13:11:52+00:00,30.52744633,114.355045,62
2025-01-05 13:11:58+00:00,30.52744283,114.3550502,62
2025-01-05 13:12:03+00:00,30.52744033,114.3550545,61
2025-01-05 13:12:08+00:00,30.52743817,114.3550618,61
2025-01-05 13:12:13+00:00,30.52743617,114.3550762,60
2025-01-05 13:12:18+00:00,30.527432,114.3550833,60
2025-01-05 13:12:23+00:00,30.52742867,114.3550922,61
2025-01-05 13:12:28+00:00,30.527425,114.3550987,59
2025-01-05 13:12:33+00:00,30.52742367,114.3551053,59
2025-01-05 13:12:38+00:00,30.52742517,114.355112,59
2025-01-05 13:12:44+00:00,30.52742983,114.3551233,60
2025-01-05 13:12:49+00:00,30.52743333,114.3551347,60
2025-01-05 13:12:54+00:00,30.527438,114.3551473,61
2025-01-05 13:12:59+00:00,30.527441,114.355144,61
2025-01-05 13:13:04+00:00,30.527446,114.355155,61
2025-01-05 13:13:09+00:00,30.5274515,114.3551613,61
2025-01-05 13:13:14+00:00,30.52745133,114.3551492,61
2025-01-05 13:13:19+00:00,30.52745133,114.3551482,61
2025-01-05 13:13:24+00:00,30.52744983,114.355143,61
2025-01-05 13:13:30+00:00,30.52744567,114.355132,61
2025-01-05 13:13:35+00:00,30.52744217,114.3551225,61
2025-01-05 13:13:40+00:00,30.527441,114.3551155,62
2025-01-05 13:13:45+00:00,30.52744017,114.3551092,62
2025-01-05 13:13:50+00:00,30.527437,114.3551097,62
2025-01-05 13:13:55+00:00,30.527436,114.3551132,62
2025-01-05 13:14:00+00:00,30.52743617,114.355114,61
2025-01-05 13:14:05+00:00,30.527437,114.355115,61
2025-01-05 13:14:10+00:00,30.527438,114.3551168,61
2025-01-05 13:14:16+00:00,30.52744,114.3551195,61
2025-01-05 13:14:21+00:00,30.52744283,114.3551262,62
2025-01-05 13:14:26+00:00,30.52744583,114.3551248,61
2025-01-05 13:14:31+00:00,30.527445,114.3551252,61
2025-01-05 13:14:36+00:00,30.52743767,114.3551345,61
2025-01-05 13:14:41+00:00,30.5274255,114.355134,61
2025-01-05 13:14:46+00:00,30.52741783,114.355125,62
2025-01-05 13:14:51+00:00,30.5274115,114.3551215,61
2025-01-05 13:14:56+00:00,30.52741133,114.3551205,61
2025-01-05 13:15:02+00:00,30.52740767,114.3551185,61
2025-01-05 13:15:07+00:00,30.52740533,114.3551138,60
2025-01-05 13:15:12+00:00,30.527404,114.3550997,59
2025-01-05 13:15:17+00:00,30.52740533,114.3550928,59
2025-01-05 13:15:22+00:00,30.5274075,114.3550825,60
2025-01-05 13:15:27+00:00,30.52740967,114.3550793,61
2025-01-05 13:15:32+00:00,30.52740783,114.3550835,62
2025-01-05 13:15:37+00:00,30.5274015,114.3550918,61
2025-01-05 13:15:42+00:00,30.527393,114.3550985,61
2025-01-05 13:15:48+00:00,30.52738667,114.3551043,61
2025-01-05 13:15:53+00:00,30.5273875,114.355109,61
2025-01-05 13:15:58+00:00,30.527389,114.3551095,61
2025-01-05 13:16:03+00:00,30.52739267,114.3551102,61
2025-01-05 13:16:08+00:00,30.52739983,114.3551087,60
2025-01-05 13:16:13+00:00,30.52740867,114.3551023,59
2025-01-05 13:16:18+00:00,30.52741317,114.3550978,60
2025-01-05 13:16:23+00:00,30.527412,114.3550977,60
2025-01-05 13:16:28+00:00,30.52741233,114.355107,61
2025-01-05 13:16:34+00:00,30.52741117,114.3551157,62
2025-01-05 13:16:39+00:00,30.52740717,114.355118,62
2025-01-05 13:16:44+00:00,30.52740233,114.3551212,62
2025-01-05 13:16:49+00:00,30.52739517,114.3551223,62
2025-01-05 13:16:54+00:00,30.527397,114.3551212,61
2025-01-05 13:16:59+00:00,30.52740383,114.3551178,61
2025-01-05 13:17:04+00:00,30.52741033,114.3551173,61
2025-01-05 13:17:09+00:00,30.5274145,114.3551148,62
2025-01-05 13:17:14+00:00,30.52741933,114.3551123,61
2025-01-05 13:17:20+00:00,30.52742333,114.3551067,62
2025-01-05 13:17:25+00:00,30.52742617,114.3551007,62
2025-01-05 13:17:30+00:00,30.52742833,114.3550967,61
2025-01-05 13:17:35+00:00,30.52742833,114.3550902,61
2025-01-05 13:17:40+00:00,30.5274325,114.3550807,60
2025-01-05 13:17:45+00:00,30.52743433,114.3550773,60
2025-01-05 13:17:50+00:00,30.52742833,114.3550787,60
2025-01-05 13:17:55+00:00,30.52742467,114.3550823,60
2025-01-05 13:18:00+00:00,30.52742083,114.3550883,60
2025-01-05 13:18:06+00:00,30.52741983,114.355099,60
2025-01-05 13:18:11+00:00,30.527422,114.3551017,61
2025-01-05 13:18:16+00:00,30.527426,114.3551018,62
2025-01-05 13:18:21+00:00,30.52743033,114.3551035,62
2025-01-05 13:18:26+00:00,30.52743517,114.3550978,63
2025-01-05 13:18:31+00:00,30.52744217,114.3550975,62
2025-01-05 13:18:36+00:00,30.527449,114.355096,64
2025-01-05 13:18:41+00:00,30.527451,114.355092,67
2025-01-05 13:18:46+00:00,30.5274565,114.3550745,65
2025-01-05 13:18:52+00:00,30.5274645,114.3550722,65
2025-01-05 13:18:57+00:00,30.5274685,114.3550672,64
2025-01-05 13:19:02+00:00,30.52746967,114.3550598,63
2025-01-05 13:19:07+00:00,30.52746633,114.3550648,63
2025-01-05 13:19:12+00:00,30.52746617,114.3550702,64
2025-01-05 13:19:17+00:00,30.5274655,114.3550765,63
2025-01-05 13:19:22+00:00,30.52746567,114.3550763,61
2025-01-05 13:19:27+00:00,30.52746317,114.3550825,62
2025-01-05 13:19:32+00:00,30.527463,114.3550803,62
2025-01-05 13:19:38+00:00,30.52746217,114.355085,62
2025-01-05 13:19:43+00:00,30.52746133,114.3550897,62
2025-01-05 13:19:48+00:00,30.52745983,114.3550915,61
2025-01-05 13:19:53+00:00,30.52745917,114.35509,61
2025-01-05 13:19:58+00:00,30.52745917,114.3550832,62
2025-01-05 13:20:03+00:00,30.52745733,114.3550773,61
2025-01-05 13:20:08+00:00,30.52745583,114.3550733,63
2025-01-05 13:20:13+00:00,30.52745367,114.35507,64
2025-01-05 13:20:18+00:00,30.5274515,114.3550692,62
2025-01-05 13:20:24+00:00,30.52744917,114.3550655,63
2025-01-05 13:20:29+00:00,30.527446,114.3550667,62
2025-01-05 13:20:34+00:00,30.52744167,114.3550655,61
2025-01-05 13:20:39+00:00,30.52743667,114.3550632,60
2025-01-05 13:20:44+00:00,30.527434,114.3550607,60
2025-01-05 13:20:49+00:00,30.527431,114.355055,61
2025-01-05 13:20:54+00:00,30.52742933,114.3550502,61
2025-01-05 13:20:59+00:00,30.52742683,114.3550483,61
2025-01-05 13:21:04+00:00,30.5274215,114.3550447,62
2025-01-05 13:21:10+00:00,30.52742067,114.3550425,62
2025-01-05 13:21:15+00:00,30.527421,114.3550432,62
2025-01-05 13:21:20+00:00,30.527421,114.3550398,62
2025-01-05 13:21:25+00:00,30.52741983,114.3550415,61
2025-01-05 13:21:30+00:00,30.527419,114.3550388,61
2025-01-05 13:21:35+00:00,30.52741767,114.3550347,60
2025-01-05 13:21:40+00:00,30.52741683,114.3550437,61
2025-01-05 13:21:45+00:00,30.527417,114.3550437,62
2025-01-05 13:21:50+00:00,30.5274155,114.3550377,62
2025-01-05 13:21:56+00:00,30.527415,114.3550313,62
2025-01-05 13:22:01+00:00,30.52741583,114.355029,62
2025-01-05 13:22:06+00:00,30.52741567,114.3550322,61
2025-01-05 13:22:11+00:00,30.52741483,114.3550388,61
2025-01-05 13:22:16+00:00,30.527416,114.3550453,61
2025-01-05 13:22:21+00:00,30.52742067,114.3550405,60
2025-01-05 13:22:26+00:00,30.5274265,114.3550468,60
2025-01-05 13:22:31+00:00,30.52743233,114.3550525,59
2025-01-05 13:22:37+00:00,30.52743633,114.3550472,60
2025-01-05 13:22:42+00:00,30.52743733,114.355045,60
2025-01-05 13:22:47+00:00,30.52743833,114.3550453,61
2025-01-05 13:22:52+00:00,30.5274395,114.3550463,62
2025-01-05 13:22:57+00:00,30.52743317,114.3550508,62
2025-01-05 13:23:02+00:00,30.52743033,114.3550528,62
2025-01-05 13:23:07+00:00,30.527431,114.3550502,62
2025-01-05 13:23:12+00:00,30.52742883,114.3550503,61
2025-01-05 13:23:17+00:00,30.5274295,114.3550517,61
2025-01-05 13:23:23+00:00,30.52742683,114.3550627,62
2025-01-05 13:23:28+00:00,30.52742633,114.3550658,61
2025-01-05 13:23:33+00:00,30.52742583,114.35507,60
2025-01-05 13:23:38+00:00,30.52742567,114.3550708,61
2025-01-05 13:23:43+00:00,30.5274245,114.3550725,60
2025-01-05 13:23:48+00:00,30.5274235,114.3550715,60
2025-01-05 13:23:53+00:00,30.5274255,114.3550603,60
2025-01-05 13:23:58+00:00,30.52742533,114.3550518,60
2025-01-05 13:24:03+00:00,30.52742183,114.3550488,60
2025-01-05 13:24:09+00:00,30.527423,114.3550465,61
2025-01-05 13:24:14+00:00,30.52742367,114.3550507,62
2025-01-05 13:24:19+00:00,30.5274285,114.3550508,62
2025-01-05 13:24:24+00:00,30.52743,114.3550557,62
2025-01-05 13:24:29+00:00,30.5274325,114.3550528,62
2025-01-05 13:24:34+00:00,30.52743033,114.3550603,62
2025-01-05 13:24:39+00:00,30.52742633,114.3550663,62
2025-01-05 13:24:44+00:00,30.52742283,114.3550652,62
2025-01-05 13:24:49+00:00,30.527431,114.3550587,62
2025-01-05 13:24:55+00:00,30.5274305,114.3550557,63
2025-01-05 13:25:00+00:00,30.527424,114.3550643,64
2025-01-05 13:25:05+00:00,30.52742,114.3550697,64
2025-01-05 13:25:10+00:00,30.52741967,114.355067,64
2025-01-05 13:25:15+00:00,30.527421,114.355061,62
2025-01-05 13:25:20+00:00,30.52742217,114.3550573,61
2025-01-05 13:25:25+00:00,30.52742667,114.3550603,61
2025-01-05 13:25:30+00:00,30.52743083,114.3550572,61
2025-01-05 13:25:35+00:00,30.52744017,114.3550533,60
2025-01-05 13:25:41+00:00,30.52745017,114.3550427,60
2025-01-05 13:25:46+00:00,30.52745367,114.3550475,60
2025-01-05 13:25:51+00:00,30.527453,114.3550463,60
2025-01-05 13:25:56+00:00,30.52744883,114.3550453,61
2025-01-05 13:26:01+00:00,30.5274515,114.355042,60
2025-01-05 13:26:06+00:00,30.52745683,114.3550317,61
2025-01-05 13:26:11+00:00,30.5274615,114.355028,61
2025-01-05 13:26:16+00:00,30.5274625,114.3550277,62
2025-01-05 13:26:21+00:00,30.52746417,114.3550288,62
2025-01-05 13:26:27+00:00,30.527465,114.3550268,62
2025-01-05 13:26:32+00:00,30.527466,114.3550335,61
2025-01-05 13:26:37+00:00,30.5274725,114.3550373,60
2025-01-05 13:26:42+00:00,30.52747933,114.3550415,59
2025-01-05 13:26:47+00:00,30.52748733,114.3550415,60
2025-01-05 13:26:52+00:00,30.52749333,114.3550413,60
2025-01-05 13:26:57+00:00,30.5274945,114.3550447,62
2025-01-05 13:27:02+00:00,30.52749317,114.3550403,62
2025-01-05 13:27:07+00:00,30.52749017,114.3550385,61
2025-01-05 13:27:13+00:00,30.52748717,114.3550308,61
2025-01-05 13:27:18+00:00,30.52747683,114.3550363,61
2025-01-05 13:27:23+00:00,30.52746433,114.3550508,61
2025-01-05 13:27:28+00:00,30.52745583,114.3550518,61
2025-01-05 13:27:33+00:00,30.52744467,114.3550513,60
2025-01-05 13:27:38+00:00,30.52744133,114.3550538,60
2025-01-05 13:27:43+00:00,30.52743817,114.355053,60
2025-01-05 13:27:48+00:00,30.52743567,114.3550473,60
2025-01-05 13:27:53+00:00,30.527431,114.3550425,61
2025-01-05 13:27:59+00:00,30.527425,114.355048,61
2025-01-05 13:28:04+00:00,30.52741783,114.3550478,61
2025-01-05 13:28:09+00:00,30.527414,114.3550507,62
2025-01-05 13:28:14+00:00,30.5274125,114.355049,61
2025-01-05 13:28:19+00:00,30.52741533,114.3550447,60
2025-01-05 13:28:24+00:00,30.52741933,114.3550438,60
2025-01-05 13:28:29+00:00,30.52742383,114.3550475,60
2025-01-05 13:28:34+00:00,30.5274305,114.355066,60
2025-01-05 13:28:39+00:00,30.52743283,114.3550807,61
2025-01-05 13:28:45+00:00,30.527437,114.3551007,61
2025-01-05 13:28:50+00:00,30.527442,114.355102,60
2025-01-05 13:28:55+00:00,30.5274465,114.355102,61
2025-01-05 13:29:00+00:00,30.52744867,114.3551013,61
2025-01-05 13:29:05+00:00,30.52744633,114.3550963,61
2025-01-05 13:29:10+00:00,30.527442,114.3550657,61
2025-01-05 13:29:15+00:00,30.52743967,114.3550487,62
2025-01-05 13:29:20+00:00,30.52743783,114.3550513,62
2025-01-05 13:29:25+00:00,30.527452,114.355033,61
2025-01-05 13:29:31+00:00,30.52750367,114.3549052,61
2025-01-05 13:29:36+00:00,30.5275115,114.3548233,60
2025-01-05 13:29:46+00:00,30.52766,114.3547028,58
2025-01-05 13:37:10+00:00,30.52743667,114.3547625,57
2025-01-05 13:37:15+00:00,30.527471,114.3547547,57
2025-01-05 13:37:21+00:00,30.52750333,114.3547597,57
2025-01-05 13:37:26+00:00,30.52741917,114.3546793,57
2025-01-05 13:37:31+00:00,30.52740883,114.354623,57
2025-01-05 13:37:36+00:00,30.52729517,114.3545495,57
2025-01-05 13:37:36+00:00,30.52729517,114.3545495,57
2025-01-05 13:37:36+00:00,30.52729517,114.3545495,57
2025-01-05 13:37:36+00:00,30.52729517,114.3545495,57
2025-01-05 13:37:51+00:00,30.527318,114.354563,3305
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,2223
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,1681
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,1681
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,1681
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,1681
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,1681
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,1681
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,1681
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,57
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,57
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,57
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,57
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,57
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,57
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,57
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,57
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,57
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,57
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,57
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,57
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,57
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,57
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,57
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,57
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,57
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,57
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,57
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,57
2025-01-05 13:38:07+00:00,30.52743717,114.354661,6553
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,56
2025-01-05 13:38:07+00:00,30.52743717,114.354661,6553
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,56
2025-01-05 13:38:07+00:00,30.52743717,114.354661,6553
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,56
2025-01-05 13:38:07+00:00,30.52743717,114.354661,6553
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,56
2025-01-05 13:38:07+00:00,30.52743717,114.354661,6553
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,56
2025-01-05 13:38:07+00:00,30.52743717,114.354661,6553
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,56
2025-01-05 13:38:07+00:00,30.52743717,114.354661,6553
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,56
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,56
2025-01-05 13:38:07+00:00,30.52743717,114.354661,3314
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,56
2025-01-05 13:38:07+00:00,30.52743717,114.354661,3314
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,56
2025-01-05 13:38:07+00:00,30.52743717,114.354661,3314
2025-01-05 13:38:07+00:00,30.52743717,114.354661,3314
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,58
2025-01-05 13:38:07+00:00,30.52743717,114.354661,3314
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,58
2025-01-05 13:37:56+00:00,30.52739733,114.3545605,58
2025-01-05 13:38:07+00:00,30.52743717,114.354661,4214
